image_id,image_path,grade,sample_id,camera_model,orientation,width,height,aspect_ratio,image_readable,size_quality,color_quality,texture_quality,broken_level,light_berry_level,pinhead_level,foreign_matter_visible,mould_visible,insect_damage_visible
IMGV2_000248,data/raw/berry_images/grade_2/sample_006/20260509_001833.jpg,Grade 2,sample_006,samsung SM-A127F,6,4000,3000,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000249,data/raw/berry_images/grade_2/sample_007/20260509_001527.jpg,Grade 2,sample_007,samsung SM-A127F,6,4000,3000,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000250,data/raw/berry_images/grade_2/sample_007/20260509_001545.jpg,Grade 2,sample_007,samsung SM-A127F,6,4000,3000,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000251,data/raw/berry_images/grade_2/sample_007/20260509_001631.jpg,Grade 2,sample_007,samsung SM-A127F,6,4000,3000,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000252,data/raw/berry_images/grade_2/sample_007/20260509_001651.jpg,Grade 2,sample_007,samsung SM-A127F,6,4000,3000,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000253,data/raw/berry_images/grade_2/sample_008/20260509_001412.jpg,Grade 2,sample_008,samsung SM-A127F,6,4000,3000,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000254,data/raw/berry_images/grade_2/sample_008/20260509_001425.jpg,Grade 2,sample_008,samsung SM-A127F,6,4000,3000,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000255,data/raw/berry_images/grade_2/sample_008/20260509_001446.jpg,Grade 2,sample_008,samsung SM-A127F,6,4000,3000,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000256,data/raw/berry_images/grade_2/sample_008/20260509_001508.jpg,Grade 2,sample_008,samsung SM-A127F,6,4000,3000,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000257,data/raw/berry_images/grade_2/sample_009/20260509_001228.jpg,Grade 2,sample_009,samsung SM-A127F,3,4000,3000,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000258,data/raw/berry_images/grade_2/sample_009/20260509_001248.jpg,Grade 2,sample_009,samsung SM-A127F,3,4000,3000,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000259,data/raw/berry_images/grade_2/sample_009/20260509_001313.jpg,Grade 2,sample_009,samsung SM-A127F,3,4000,3000,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000260,data/raw/berry_images/grade_2/sample_009/20260509_001331.jpg,Grade 2,sample_009,samsung SM-A127F,3,4000,3000,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000261,data/raw/berry_images/grade_2/sample_010/20260509_001109.jpg,Grade 2,sample_010,samsung SM-A127F,6,4000,3000,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000262,data/raw/berry_images/grade_2/sample_010/20260509_001124.jpg,Grade 2,sample_010,samsung SM-A127F,6,4000,3000,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000263,data/raw/berry_images/grade_2/sample_010/20260509_001142.jpg,Grade 2,sample_010,samsung SM-A127F,6,4000,3000,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000264,data/raw/berry_images/grade_2/sample_010/20260509_001203.jpg,Grade 2,sample_010,samsung SM-A127F,6,4000,3000,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000265,data/raw/berry_images/grade_2/sample_011/20260509_000955.jpg,Grade 2,sample_011,samsung SM-A127F,6,4000,3000,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000266,data/raw/berry_images/grade_2/sample_011/20260509_001012.jpg,Grade 2,sample_011,samsung SM-A127F,6,4000,3000,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000267,data/raw/berry_images/grade_2/sample_011/20260509_001027.jpg,Grade 2,sample_011,samsung SM-A127F,6,4000,3000,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000268,data/raw/berry_images/grade_2/sample_011/20260509_001046.jpg,Grade 2,sample_011,samsung SM-A127F,6,4000,3000,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000269,data/raw/berry_images/grade_2/sample_012/20260509_000814.jpg,Grade 2,sample_012,samsung SM-A127F,6,4000,3000,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000270,data/raw/berry_images/grade_2/sample_012/20260509_000826.jpg,Grade 2,sample_012,samsung SM-A127F,6,4000,3000,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000271,data/raw/berry_images/grade_2/sample_012/20260509_000849.jpg,Grade 2,sample_012,samsung SM-A127F,6,4000,3000,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000272,data/raw/berry_images/grade_2/sample_012/20260509_000912.jpg,Grade 2,sample_012,samsung SM-A127F,6,4000,3000,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000273,data/raw/berry_images/grade_2/sample_013/20260509_000648.jpg,Grade 2,sample_013,samsung SM-A127F,6,4000,3000,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000274,data/raw/berry_images/grade_2/sample_013/20260509_000702.jpg,Grade 2,sample_013,samsung SM-A127F,6,4000,3000,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000275,data/raw/berry_images/grade_2/sample_013/20260509_000726.jpg,Grade 2,sample_013,samsung SM-A127F,6,4000,3000,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000276,data/raw/berry_images/grade_2/sample_013/20260509_000749.jpg,Grade 2,sample_013,samsung SM-A127F,6,4000,3000,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000277,data/raw/berry_images/grade_2/sample_014/20260509_000525.jpg,Grade 2,sample_014,samsung SM-A127F,6,4000,3000,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000278,data/raw/berry_images/grade_2/sample_014/20260509_000541.jpg,Grade 2,sample_014,samsung SM-A127F,6,4000,3000,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000279,data/raw/berry_images/grade_2/sample_014/20260509_000559.jpg,Grade 2,sample_014,samsung SM-A127F,6,4000,3000,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000280,data/raw/berry_images/grade_2/sample_014/20260509_000624.jpg,Grade 2,sample_014,samsung SM-A127F,6,4000,3000,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000281,data/raw/berry_images/grade_2/sample_015/20260508_174914.jpg,Grade 2,sample_015,samsung SM-A127F,6,4000,3000,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000282,data/raw/berry_images/grade_2/sample_015/20260508_174942.jpg,Grade 2,sample_015,samsung SM-A127F,3,4000,3000,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000283,data/raw/berry_images/grade_2/sample_015/20260508_175021.jpg,Grade 2,sample_015,samsung SM-A127F,3,4000,3000,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000284,data/raw/berry_images/grade_2/sample_015/20260508_175052.jpg,Grade 2,sample_015,samsung SM-A127F,3,4000,3000,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000285,data/raw/berry_images/grade_2/sample_016/20260508_174638.jpg,Grade 2,sample_016,samsung SM-A127F,3,4000,3000,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000286,data/raw/berry_images/grade_2/sample_016/20260508_174707.jpg,Grade 2,sample_016,samsung SM-A127F,3,4000,3000,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000287,data/raw/berry_images/grade_2/sample_016/20260508_174753.jpg,Grade 2,sample_016,samsung SM-A127F,6,4000,3000,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000288,data/raw/berry_images/grade_2/sample_016/20260508_174823.jpg,Grade 2,sample_016,samsung SM-A127F,6,4000,3000,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000289,data/raw/berry_images/grade_2/sample_017/20260508_174344.jpg,Grade 2,sample_017,samsung SM-A127F,3,4000,3000,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000290,data/raw/berry_images/grade_2/sample_017/20260508_174445.jpg,Grade 2,sample_017,samsung SM-A127F,3,4000,3000,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000291,data/raw/berry_images/grade_2/sample_017/20260508_174532.jpg,Grade 2,sample_017,samsung SM-A127F,3,4000,3000,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000292,data/raw/berry_images/grade_2/sample_017/20260508_174610.jpg,Grade 2,sample_017,samsung SM-A127F,3,4000,3000,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000293,data/raw/berry_images/grade_2/sample_018/20260508_173954.jpg,Grade 2,sample_018,samsung SM-A127F,6,4000,3000,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000294,data/raw/berry_images/grade_2/sample_018/20260508_174150.jpg,Grade 2,sample_018,samsung SM-A127F,3,4000,3000,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000295,data/raw/berry_images/grade_2/sample_018/20260508_174231.jpg,Grade 2,sample_018,samsung SM-A127F,3,4000,3000,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000296,data/raw/berry_images/grade_2/sample_018/20260508_174307.jpg,Grade 2,sample_018,samsung SM-A127F,3,4000,3000,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000297,data/raw/berry_images/grade_2/sample_019/20260508_170549.jpg,Grade 2,sample_019,samsung SM-A127F,3,4000,3000,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000298,data/raw/berry_images/grade_2/sample_019/20260508_170609.jpg,Grade 2,sample_019,samsung SM-A127F,3,4000,3000,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000299,data/raw/berry_images/grade_2/sample_019/20260508_170625.jpg,Grade 2,sample_019,samsung SM-A127F,3,4000,3000,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000300,data/raw/berry_images/grade_2/sample_019/20260508_170845.jpg,Grade 2,sample_019,samsung SM-A127F,6,4000,3000,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000301,data/raw/berry_images/grade_2/sample_020/20260508_170329.jpg,Grade 2,sample_020,samsung SM-A127F,6,4000,3000,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000302,data/raw/berry_images/grade_2/sample_020/20260508_170346.jpg,Grade 2,sample_020,samsung SM-A127F,3,4000,3000,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000303,data/raw/berry_images/grade_2/sample_020/20260508_170429.jpg,Grade 2,sample_020,samsung SM-A127F,3,4000,3000,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000304,data/raw/berry_images/grade_2/sample_020/20260508_170500.jpg,Grade 2,sample_020,samsung SM-A127F,3,4000,3000,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000305,data/raw/berry_images/grade_2/sample_021/20260509_110556.jpg,Grade 2,sample_021,samsung Galaxy A06,1,8160,6120,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000306,data/raw/berry_images/grade_2/sample_021/20260509_110700.jpg,Grade 2,sample_021,samsung Galaxy A06,6,8160,6120,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000307,data/raw/berry_images/grade_2/sample_021/20260509_110734.jpg,Grade 2,sample_021,samsung Galaxy A06,1,8160,6120,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000308,data/raw/berry_images/grade_2/sample_021/20260509_110801.jpg,Grade 2,sample_021,samsung Galaxy A06,6,8160,6120,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000309,data/raw/berry_images/grade_2/sample_022/20260509_110334.jpg,Grade 2,sample_022,samsung Galaxy A06,6,4080,3060,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000310,data/raw/berry_images/grade_2/sample_022/20260509_110357.jpg,Grade 2,sample_022,samsung Galaxy A06,3,4080,3060,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000311,data/raw/berry_images/grade_2/sample_022/20260509_110427.jpg,Grade 2,sample_022,samsung Galaxy A06,3,4080,3060,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000312,data/raw/berry_images/grade_2/sample_022/20260509_110456.jpg,Grade 2,sample_022,samsung Galaxy A06,8,4080,3060,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000313,data/raw/berry_images/grade_2/sample_023/20260509_105951.jpg,Grade 2,sample_023,samsung Galaxy A06,1,4080,3060,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000314,data/raw/berry_images/grade_2/sample_023/20260509_110009.jpg,Grade 2,sample_023,samsung Galaxy A06,3,4080,3060,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000315,data/raw/berry_images/grade_2/sample_023/20260509_110042.jpg,Grade 2,sample_023,samsung Galaxy A06,1,4080,3060,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000316,data/raw/berry_images/grade_2/sample_023/20260509_110108.jpg,Grade 2,sample_023,samsung Galaxy A06,3,4080,3060,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000317,data/raw/berry_images/grade_2/sample_024/20260509_105739.jpg,Grade 2,sample_024,samsung Galaxy A06,6,4080,3060,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000318,data/raw/berry_images/grade_2/sample_024/20260509_105816.jpg,Grade 2,sample_024,samsung Galaxy A06,8,4080,3060,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000319,data/raw/berry_images/grade_2/sample_024/20260509_105846.jpg,Grade 2,sample_024,samsung Galaxy A06,6,4080,3060,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000320,data/raw/berry_images/grade_2/sample_024/20260509_105908.jpg,Grade 2,sample_024,samsung Galaxy A06,6,4080,3060,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000321,data/raw/berry_images/grade_2/sample_025/20260509_105455.jpg,Grade 2,sample_025,samsung Galaxy A06,3,4080,3060,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000322,data/raw/berry_images/grade_2/sample_025/20260509_105601.jpg,Grade 2,sample_025,samsung Galaxy A06,3,4080,3060,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000323,data/raw/berry_images/grade_2/sample_025/20260509_105622.jpg,Grade 2,sample_025,samsung Galaxy A06,3,4080,3060,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000324,data/raw/berry_images/grade_2/sample_025/20260509_105652.jpg,Grade 2,sample_025,samsung Galaxy A06,6,4080,3060,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000325,data/raw/berry_images/grade_2/sample_026/20260509_105056.jpg,Grade 2,sample_026,samsung Galaxy A06,1,4080,3060,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000326,data/raw/berry_images/grade_2/sample_026/20260509_105134.jpg,Grade 2,sample_026,samsung Galaxy A06,3,4080,3060,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000327,data/raw/berry_images/grade_2/sample_026/20260509_105208.jpg,Grade 2,sample_026,samsung Galaxy A06,3,4080,3060,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000328,data/raw/berry_images/grade_2/sample_026/20260509_105300.jpg,Grade 2,sample_026,samsung Galaxy A06,3,4080,3060,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000329,data/raw/berry_images/grade_2/sample_027/20260509_104619.jpg,Grade 2,sample_027,samsung Galaxy A06,6,4080,3060,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000330,data/raw/berry_images/grade_2/sample_027/20260509_104744.jpg,Grade 2,sample_027,samsung Galaxy A06,3,4080,3060,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000331,data/raw/berry_images/grade_2/sample_027/20260509_104808.jpg,Grade 2,sample_027,samsung Galaxy A06,3,4080,3060,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000332,data/raw/berry_images/grade_2/sample_027/20260509_104828.jpg,Grade 2,sample_027,samsung Galaxy A06,3,4080,3060,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000333,data/raw/berry_images/grade_2/sample_028/20260509_104054.jpg,Grade 2,sample_028,samsung Galaxy A06,1,4080,3060,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000334,data/raw/berry_images/grade_2/sample_028/20260509_104209.jpg,Grade 2,sample_028,samsung Galaxy A06,3,4080,3060,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000335,data/raw/berry_images/grade_2/sample_028/20260509_104304.jpg,Grade 2,sample_028,samsung Galaxy A06,3,4080,3060,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000336,data/raw/berry_images/grade_2/sample_028/20260509_104444.jpg,Grade 2,sample_028,samsung Galaxy A06,3,4080,3060,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000337,data/raw/berry_images/grade_2/sample_029/20260509_103706.jpg,Grade 2,sample_029,samsung Galaxy A06,1,4080,3060,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000338,data/raw/berry_images/grade_2/sample_029/20260509_103800.jpg,Grade 2,sample_029,samsung Galaxy A06,1,4080,3060,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000339,data/raw/berry_images/grade_2/sample_029/20260509_103837.jpg,Grade 2,sample_029,samsung Galaxy A06,3,4080,3060,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000340,data/raw/berry_images/grade_2/sample_029/20260509_103935.jpg,Grade 2,sample_029,samsung Galaxy A06,3,4080,3060,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000341,data/raw/berry_images/grade_2/sample_030/20260509_103253.jpg,Grade 2,sample_030,samsung Galaxy A06,6,4080,3060,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000342,data/raw/berry_images/grade_2/sample_030/20260509_103427.jpg,Grade 2,sample_030,samsung Galaxy A06,1,4080,3060,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000343,data/raw/berry_images/grade_2/sample_030/20260509_103512.jpg,Grade 2,sample_030,samsung Galaxy A06,6,4080,3060,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000344,data/raw/berry_images/grade_2/sample_030/20260509_103611.jpg,Grade 2,sample_030,samsung Galaxy A06,3,4080,3060,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000345,data/raw/berry_images/grade_2/sample_031/20260820_110730.jpg,Grade 2,sample_031,samsung Galaxy A06,3,4080,3060,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000346,data/raw/berry_images/grade_2/sample_031/20260820_110824.jpg,Grade 2,sample_031,samsung Galaxy A06,6,4080,3060,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000347,data/raw/berry_images/grade_2/sample_031/20260820_110859.jpg,Grade 2,sample_031,samsung Galaxy A06,8,4080,3060,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000348,data/raw/berry_images/grade_2/sample_031/20260820_110934.jpg,Grade 2,sample_031,samsung Galaxy A06,3,4080,3060,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000349,data/raw/berry_images/grade_2/sample_032/20260820_111827.jpg,Grade 2,sample_032,samsung Galaxy A06,3,4080,3060,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000350,data/raw/berry_images/grade_2/sample_032/20260820_112251.jpg,Grade 2,sample_032,samsung Galaxy A06,6,4080,3060,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000351,data/raw/berry_images/grade_2/sample_032/20260820_112316.jpg,Grade 2,sample_032,samsung Galaxy A06,3,4080,3060,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000352,data/raw/berry_images/grade_2/sample_032/20260820_112438.jpg,Grade 2,sample_032,samsung Galaxy A06,6,4080,3060,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000353,data/raw/berry_images/grade_2/sample_033/20260820_112523.jpg,Grade 2,sample_033,samsung Galaxy A06,6,4080,3060,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000354,data/raw/berry_images/grade_2/sample_033/20260820_112618.jpg,Grade 2,sample_033,samsung Galaxy A06,3,4080,3060,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000355,data/raw/berry_images/grade_2/sample_033/20260820_112653.jpg,Grade 2,sample_033,samsung Galaxy A06,3,4080,3060,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000356,data/raw/berry_images/grade_2/sample_033/20260820_112732.jpg,Grade 2,sample_033,samsung Galaxy A06,3,4080,3060,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000357,data/raw/berry_images/grade_2/sample_034/20260820_112854.jpg,Grade 2,sample_034,samsung Galaxy A06,3,4080,3060,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000358,data/raw/berry_images/grade_2/sample_034/20260820_112916.jpg,Grade 2,sample_034,samsung Galaxy A06,3,4080,3060,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000359,data/raw/berry_images/grade_2/sample_034/20260820_112930.jpg,Grade 2,sample_034,samsung Galaxy A06,3,4080,3060,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000360,data/raw/berry_images/grade_2/sample_034/20260820_113022.jpg,Grade 2,sample_034,samsung Galaxy A06,6,4080,3060,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000361,data/raw/berry_images/grade_2/sample_035/20260820_113310.jpg,Grade 2,sample_035,samsung Galaxy A06,3,4080,3060,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000362,data/raw/berry_images/grade_2/sample_035/20260820_113335.jpg,Grade 2,sample_035,samsung Galaxy A06,6,4080,3060,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000363,data/raw/berry_images/grade_2/sample_035/20260820_113349.jpg,Grade 2,sample_035,samsung Galaxy A06,6,4080,3060,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000364,data/raw/berry_images/grade_2/sample_035/20260820_113420.jpg,Grade 2,sample_035,samsung Galaxy A06,3,4080,3060,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000365,data/raw/berry_images/grade_2/sample_036/20260820_113548.jpg,Grade 2,sample_036,samsung Galaxy A06,6,4080,3060,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000366,data/raw/berry_images/grade_2/sample_036/20260820_113631.jpg,Grade 2,sample_036,samsung Galaxy A06,6,4080,3060,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000367,data/raw/berry_images/grade_2/sample_036/20260820_113646.jpg,Grade 2,sample_036,samsung Galaxy A06,3,4080,3060,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000368,data/raw/berry_images/grade_2/sample_036/20260820_113722.jpg,Grade 2,sample_036,samsung Galaxy A06,3,4080,3060,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000369,data/raw/berry_images/grade_2/sample_037/20260820_113744.jpg,Grade 2,sample_037,samsung Galaxy A06,3,4080,3060,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000370,data/raw/berry_images/grade_2/sample_037/20260820_113754.jpg,Grade 2,sample_037,samsung Galaxy A06,3,4080,3060,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
